file,path,line_no,matched_term,context,allowed_context,status
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,499,validated on FPGA,"CB-EDA-0498,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 198.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,502,Vivado timing closure,"CB-EDA-0501,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 1.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,504,WNS validated,"CB-EDA-0503,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 3.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,505,Vivado implementation evidence,"CB-EDA-0504,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 4.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,506,Vivado timing closure,"CB-EDA-0505,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 5.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,508,WNS validated,"CB-EDA-0507,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 7.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,509,Vivado implementation evidence,"CB-EDA-0508,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 8.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,510,Vivado timing closure,"CB-EDA-0509,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 9.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,512,WNS validated,"CB-EDA-0511,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 11.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,513,Vivado implementation evidence,"CB-EDA-0512,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 12.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,514,Vivado timing closure,"CB-EDA-0513,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 13.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,516,WNS validated,"CB-EDA-0515,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 15.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,517,Vivado implementation evidence,"CB-EDA-0516,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 16.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,518,Vivado timing closure,"CB-EDA-0517,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 17.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,520,WNS validated,"CB-EDA-0519,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 19.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,521,Vivado implementation evidence,"CB-EDA-0520,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 20.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,522,Vivado timing closure,"CB-EDA-0521,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 21.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,524,WNS validated,"CB-EDA-0523,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 23.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,525,Vivado implementation evidence,"CB-EDA-0524,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 24.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,526,Vivado timing closure,"CB-EDA-0525,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 25.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,528,WNS validated,"CB-EDA-0527,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 27.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,529,Vivado implementation evidence,"CB-EDA-0528,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 28.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,530,Vivado timing closure,"CB-EDA-0529,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 29.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,532,WNS validated,"CB-EDA-0531,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 31.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,533,Vivado implementation evidence,"CB-EDA-0532,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 32.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,534,Vivado timing closure,"CB-EDA-0533,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 33.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,536,WNS validated,"CB-EDA-0535,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 35.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,537,Vivado implementation evidence,"CB-EDA-0536,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 36.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,538,Vivado timing closure,"CB-EDA-0537,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 37.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,540,WNS validated,"CB-EDA-0539,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 39.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,541,Vivado implementation evidence,"CB-EDA-0540,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 40.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,542,Vivado timing closure,"CB-EDA-0541,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 41.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,544,WNS validated,"CB-EDA-0543,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 43.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,545,Vivado implementation evidence,"CB-EDA-0544,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 44.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,546,Vivado timing closure,"CB-EDA-0545,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 45.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,548,WNS validated,"CB-EDA-0547,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 47.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,549,Vivado implementation evidence,"CB-EDA-0548,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 48.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,550,Vivado timing closure,"CB-EDA-0549,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 49.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,552,WNS validated,"CB-EDA-0551,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 51.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,553,Vivado implementation evidence,"CB-EDA-0552,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 52.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,554,Vivado timing closure,"CB-EDA-0553,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 53.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,556,WNS validated,"CB-EDA-0555,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 55.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,557,Vivado implementation evidence,"CB-EDA-0556,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 56.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,558,Vivado timing closure,"CB-EDA-0557,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 57.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,560,WNS validated,"CB-EDA-0559,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 59.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,561,Vivado implementation evidence,"CB-EDA-0560,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 60.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,562,Vivado timing closure,"CB-EDA-0561,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 61.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,564,WNS validated,"CB-EDA-0563,vivado_timing_overclaims,vivado_timing_overclaim,WNS validated across the design for case 63.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,565,Vivado implementation evidence,"CB-EDA-0564,vivado_timing_overclaims,vivado_timing_overclaim,The Yosys result proves Vivado implementation evidence for case 64.,UNSUPPORTED",negative claim test case,ALLOWED
examples/claimbench_eda/claimbench_claims.csv,examples/claimbench_eda/claimbench_claims.csv,566,Vivado timing closure,"CB-EDA-0565,vivado_timing_overclaims,vivado_timing_overclaim,Vivado timing closure was achieved for HDL case 65.,UNSUPPORTED",negative claim test case,ALLOWED
