artifact_id,phase,artifact_type,relative_path,source_role,evidence_layer,claim_supported,claim_status,replay_required,replay_command_or_na,hash_or_version,paper_target,unsupported_boundary
P6-0036,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__nominal__03.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:1cbb26947d7e56d51d3afbfcece65e0126b8a386a700b0dad6f5809760d5bdb9,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0037,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__nominal__04.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:a29cb942ef404da9d99c09069e782fc26c40d213425fa626fa651a4929277900,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0038,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__nominal__05.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:baf64ebef09aedf29da11083ffa02a63281885f5891037b25798cdc66461e0cd,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0039,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__nominal__06.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:b8a8a4e4551eb279aa4f7bcca825ab6edab50b791468b14a03e99505320ae9af,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0040,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__nominal__07.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:75cf5c5d8e613a95653171e70bd0b1a7e3675f9f54f70c0d06db77ed9a5842a4,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0041,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__nominal__08.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:a00570f58974ec0dd59e957510bca04a501f22026a6bb0c25a54edf8107a0c36,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0042,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__nominal__09.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:b6a5d6233fcaadec52f36ae8b968aab49bd84e0b2625da80b236404a26b2cf14,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0043,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__nominal__10.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:549c230c3e7b7ab2f0964efd13142252f441cfe5ed40e31dfdebba79d3ecb241,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0044,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__nominal__11.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:5d459223bfa4cd60e885a007f95b7046fa3711434446be411982f4ce81e42c6d,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0045,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__00.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:67ac270c732829deb59839123399ba1e74cd4293401f9027df20c111718bb324,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0046,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__01.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:7ae54f7c0dfc6541b1e7bd52c91c61e2b9a9089ec3af9d3ff2a286d07b783e79,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0047,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__02.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:17d0a763d876d0e313043d20d57c21ac7eb55ff7a127e863242883f9a9f46cf5,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0048,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__03.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:460df9745ac52040994808c7b8e5257dd6835706155641f461c203fb79392d66,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0049,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__04.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:a26dc0aedbfa366657326898ecf36775113f7a0a5464fe3f7e46b013b3b6b229,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0050,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__05.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:b2fc57522108e698455b7a649a98ea393c6ffc3450c9baa93b86a02cc2bf4c6b,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0051,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__06.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:5ad915e1d0b99f9da271224006304a6900732c12cdee82b2b9f133b7c5aec3d5,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0052,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__07.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:cf4c5602d9856712adc05aee794607b5c28864bcc2e470024a014080c8151d7b,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0053,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__08.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:afdfe661d414a45c2922eefcf79d51632a54b526e1c59f7d86991266f279c652,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0054,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__09.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:11a83269ae89ea171d711c05067a17ecd3937dcadc64a89b694f722ab681b732,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0055,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__10.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:9b3eda6a0331c0ed7dce9a4d2ab1c80a3148de884cf669cb9111e10ad982cbe5,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0056,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__open_fault__11.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:fd70fa226bf0b985d07ec456bc5a46eafee12267f24b354b463a0738444f98f5,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0057,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__parametric_drift__00.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:36dd40fe9a6fd0d5ed0f1007fb0e7f5122ad888ec72c103324acff9450985e58,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0058,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__parametric_drift__01.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:fe50e9a91524988b7f6e34f12c74bd92b647c59ae559a3394b4a972e60ee4072,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0059,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__parametric_drift__02.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:743359d1fd9fc2d2d27d4984b279116c99f7b7187b0a72360ee916b5639a5866,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
